event_id,user_id,event_name,timestamp,metadata
e_5204,u_1965,view_dashboard,2023-11-21T11:07:44,{}
e_4526,u_1838,view_dashboard,2023-10-27T07:01:49,{}
e_297,u_1057,signup_success,2025-01-24T14:25:53,"{""source"": ""organic""}"
e_2686,u_1490,logout,2025-11-02T15:51:04,{}
e_1581,u_1289,start_project,2025-05-18T08:04:59,{}
e_1169,u_1215,view_dashboard,2025-11-08T00:05:41,{}
e_1913,u_1352,like,2024-07-14T16:34:31,{}
e_3049,u_1561,activation,2025-06-02T22:09:17,{}
e_3726,u_1692,search,2024-09-14T04:00:24,{}
e_5369,u_1999,comment,2025-02-11T16:36:51,{}
e_4567,u_1849,start_project,2024-06-24T07:29:16,{}
e_5159,u_1958,search,2025-02-19T03:06:15,{}
e_16,u_1003,comment,2024-02-03T01:24:00,{}
e_5157,u_1958,search,2025-02-07T23:54:26,{}
e_80,u_1015,search,2024-06-17T16:48:42,{}
e_352,u_1068,search,2023-12-04T06:49:10,{}
e_5222,u_1969,signup_success,2023-10-09T12:21:09,"{""source"": ""ads""}"
e_2472,u_1453,start_project,2024-08-13T17:43:54,{}
e_169,u_1032,view_item,2024-03-18T08:30:52,{}
e_2216,u_1406,start_project,2025-11-18T00:14:59,{}
e_1129,u_1210,view_dashboard,2025-01-26T21:37:03,{}
e_5250,u_1976,signup_success,2023-10-15T15:03:43,"{""source"": ""ads""}"
e_4651,u_1867,comment,2025-09-30T17:56:22,{}
e_839,u_1156,view_dashboard,2024-10-06T10:49:14,{}
e_849,u_1159,signup_success,2025-08-14T20:18:33,"{""source"": ""organic""}"
e_2724,u_1498,view_dashboard,2025-06-01T01:04:28,{}
e_2830,u_1517,view_dashboard,2025-06-29T06:39:40,{}
e_4225,u_1784,view_dashboard,2025-09-28T03:58:36,{}
e_2623,u_1478,comment,2025-01-04T19:27:27,{}
e_5169,u_1961,search,2024-04-09T02:06:45,{}
e_1922,u_1353,like,2024-11-15T22:45:14,{}
e_334,u_1064,start_project,2024-11-30T13:18:27,{}
e_5091,u_1946,start_project,2024-08-07T17:43:10,{}
e_24,u_1004,logout,2025-08-11T19:20:19,{}
e_3460,u_1640,view_dashboard,2024-10-16T20:14:02,{}
e_3033,u_1558,signup_success,2023-10-26T06:57:09,"{""source"": ""organic""}"
e_1449,u_1266,signup_success,2023-10-16T15:56:57,"{""source"": ""ads""}"
e_1514,u_1279,onboarding_complete,2025-03-21T05:03:20,{}
e_1026,u_1191,view_item,2025-03-25T11:10:01,{}
e_970,u_1180,start_project,2025-04-23T07:44:14,{}
e_1201,u_1221,view_dashboard,2025-08-10T09:30:59,{}
e_1091,u_1203,view_dashboard,2024-01-06T09:39:08,{}
e_466,u_1091,search,2025-11-08T06:12:20,{}
e_3674,u_1683,search,2025-01-29T08:42:57,{}
e_1617,u_1295,signup_success,2025-07-06T03:07:15,"{""source"": ""organic""}"
e_1778,u_1323,view_item,2025-05-24T17:31:29,{}
e_1102,u_1205,logout,2024-02-11T16:40:09,{}
e_4155,u_1770,like,2023-11-16T16:05:28,{}
e_1130,u_1210,comment,2025-01-22T02:51:29,{}
e_1745,u_1317,activation,2025-03-24T11:05:36,{}
e_1095,u_1204,view_dashboard,2025-10-08T17:41:09,{}
e_1439,u_1263,view_item,2025-02-11T06:31:05,{}
e_2648,u_1483,signup_success,2024-10-15T18:00:30,"{""source"": ""organic""}"
e_1492,u_1274,onboarding_complete,2025-09-07T11:54:07,{}
e_801,u_1149,view_item,2023-09-28T20:21:52,{}
e_3210,u_1595,signup_success,2025-03-19T19:55:42,"{""source"": ""ads""}"
e_3114,u_1575,signup_success,2024-12-16T04:18:37,"{""source"": ""organic""}"
e_1216,u_1223,view_dashboard,2024-10-02T10:21:46,{}
e_440,u_1086,view_item,2025-02-13T12:39:18,{}
e_2651,u_1484,signup_success,2023-11-15T21:05:16,"{""source"": ""referral""}"
e_4412,u_1818,view_item,2025-04-13T03:08:18,{}
e_578,u_1112,start_project,2025-02-15T06:49:06,{}
e_743,u_1138,view_item,2025-09-19T08:24:36,{}
e_3435,u_1637,signup_success,2025-04-02T06:41:20,"{""source"": ""referral""}"
e_3152,u_1583,onboarding_complete,2024-03-14T22:47:37,{}
e_890,u_1166,onboarding_complete,2023-10-29T02:26:34,{}
e_4368,u_1812,start_project,2025-04-22T06:56:49,{}
e_3870,u_1715,view_dashboard,2025-07-20T07:02:11,{}
e_506,u_1098,signup_success,2024-05-04T20:48:18,"{""source"": ""ads""}"
e_3201,u_1593,signup_success,2025-03-05T17:45:43,"{""source"": ""organic""}"
e_2953,u_1541,logout,2025-04-26T06:53:33,{}
e_3448,u_1638,search,2024-03-11T01:55:57,{}
e_1895,u_1348,signup_success,2025-08-13T00:48:37,"{""source"": ""ads""}"
e_2285,u_1422,signup_success,2025-09-18T21:35:23,"{""source"": ""organic""}"
e_81,u_1015,start_project,2024-06-13T16:06:12,{}
e_748,u_1139,search,2025-12-05T15:50:55.397253,{}
e_5109,u_1950,onboarding_complete,2024-01-11T21:54:31,{}
e_3941,u_1728,logout,2024-09-23T06:17:21,{}
e_4922,u_1919,view_dashboard,2025-04-24T07:42:58,{}
e_3540,u_1656,activation,2025-01-10T01:02:18,{}
e_4905,u_1915,comment,2023-11-29T08:37:12,{}
e_3649,u_1677,start_project,2024-09-10T14:49:13,{}
e_1692,u_1307,view_dashboard,2025-06-13T10:13:13,{}
e_2789,u_1511,search,2025-08-23T07:39:10,{}
e_2942,u_1538,onboarding_complete,2024-12-25T19:49:01,{}
e_4402,u_1817,signup_success,2025-05-21T23:32:05,"{""source"": ""organic""}"
e_2843,u_1519,search,2023-11-17T19:06:42,{}
e_3827,u_1708,view_item,2024-01-14T17:49:10,{}
e_2847,u_1520,signup_success,2024-02-17T11:18:18,"{""source"": ""organic""}"
e_1261,u_1230,signup_success,2025-07-14T03:53:21,"{""source"": ""organic""}"
e_4257,u_1788,search,2024-11-16T09:06:49,{}
e_4794,u_1895,view_item,2024-02-10T10:38:01,{}
e_1221,u_1224,view_dashboard,2025-04-07T19:26:42,{}
e_3248,u_1601,comment,2023-11-05T23:42:18,{}
e_3912,u_1723,signup_success,2024-04-10T16:10:04,"{""source"": ""ads""}"
e_2423,u_1444,view_dashboard,2024-12-22T04:50:59,{}
e_1534,u_1281,signup_success,2025-07-12T13:55:19,"{""source"": ""referral""}"
e_2408,u_1442,signup_success,2025-08-08T17:27:32,"{""source"": ""organic""}"
e_3890,u_1718,view_dashboard,2024-10-31T03:52:56,{}
e_1361,u_1247,signup_success,2024-04-16T00:55:03,"{""source"": ""organic""}"
e_3969,u_1733,view_dashboard,2025-06-26T03:58:25,{}
e_600,u_1115,activation,2024-08-14T18:46:33,{}
e_3135,u_1578,search,2025-02-11T23:36:12,{}
e_2438,u_1446,activation,2024-04-16T13:44:02,{}
e_502,u_1097,onboarding_complete,2024-05-03T02:27:51,{}
e_1104,u_1205,search,2024-02-19T08:25:20,{}
e_2417,u_1443,conversion,2025-07-13T02:52:12,"{""ab_group"": ""B""}"
e_3307,u_1613,logout,2024-02-16T18:59:51,{}
e_291,u_1054,start_project,2023-11-18T08:04:52,{}
e_599,u_1115,onboarding_complete,2024-08-12T00:57:33,{}
e_2300,u_1424,signup_success,2024-05-09T03:16:45,"{""source"": ""ads""}"
e_30,u_1006,search,2024-11-09T12:42:16,{}
e_3359,u_1623,logout,2024-05-15T19:22:31,{}
e_1074,u_1200,search,2025-07-29T16:41:39,{}
e_788,u_1147,view_dashboard,2023-12-16T23:14:25,{}
e_1489,u_1273,view_dashboard,2025-07-15T11:00:58,{}
e_1584,u_1289,start_project,2025-06-09T02:31:34,{}
e_3078,u_1568,view_dashboard,2025-06-30T12:05:08,{}
e_3081,u_1569,view_item,2025-12-05T15:50:55.397253,{}
e_2457,u_1450,view_dashboard,2025-03-21T23:34:30,{}
e_1746,u_1317,comment,2025-03-30T12:39:09,{}
e_1877,u_1342,signup_success,2023-11-05T15:12:42,"{""source"": ""organic""}"
e_1021,u_1191,onboarding_complete,2025-03-04T08:39:29,{}
e_1731,u_1315,search,2025-12-04T02:53:03,{}
e_4059,u_1749,like,2024-01-20T01:46:44,{}
e_3605,u_1669,activation,2024-03-16T09:45:58,{}
e_417,u_1082,activation,2024-06-28T16:52:33,{}
e_240,u_1043,view_item,2023-11-14T09:33:34,{}
e_1648,u_1299,view_dashboard,2023-12-07T13:28:55,{}
e_2790,u_1512,signup_success,2023-11-12T08:36:24,"{""source"": ""organic""}"
e_2835,u_1518,onboarding_complete,2024-05-30T05:31:19,{}
e_2224,u_1408,signup_success,2024-11-12T13:36:16,"{""source"": ""organic""}"
e_1362,u_1247,onboarding_complete,2024-04-16T01:23:03,{}
e_1658,u_1302,signup_success,2024-01-29T01:02:44,"{""source"": ""referral""}"
e_4914,u_1918,start_project,2024-10-02T00:04:52,{}
e_3935,u_1727,search,2025-03-30T13:38:28,{}
e_3591,u_1667,start_project,2025-05-17T02:45:16,{}
e_654,u_1124,conversion,2024-07-05T08:40:24,"{""ab_group"": ""B""}"
e_3977,u_1735,onboarding_complete,2023-10-22T12:31:00,{}
e_4215,u_1783,onboarding_complete,2025-10-27T20:33:48,{}
e_1407,u_1254,comment,2025-08-22T17:35:59,{}
e_4978,u_1927,signup_success,2024-08-17T03:06:13,"{""source"": ""ads""}"
e_3117,u_1575,view_dashboard,2024-12-18T04:19:24,{}
e_4935,u_1920,like,2025-12-05T15:50:55.397253,{}
e_4814,u_1899,activation,2025-10-14T13:32:02,{}
e_4142,u_1767,onboarding_complete,2025-01-03T15:07:02,{}
e_706,u_1134,signup_success,2024-12-22T02:07:20,"{""source"": ""referral""}"
e_3863,u_1714,start_project,2024-12-09T03:22:41,{}
e_4222,u_1784,view_item,2025-09-15T01:57:48,{}
e_108,u_1020,logout,2025-11-23T07:22:17,{}
e_2101,u_1384,signup_success,2023-09-21T22:38:04,"{""source"": ""ads""}"
e_1506,u_1276,like,2025-07-15T00:53:46,{}
e_4863,u_1908,comment,2024-07-17T13:20:42,{}
e_747,u_1139,comment,2025-12-05T15:50:55.397253,{}
e_133,u_1024,logout,2025-05-30T12:11:54,{}
e_857,u_1161,view_item,2024-02-10T00:52:11,{}
e_2349,u_1432,signup_success,2024-04-05T12:57:48,"{""source"": ""ads""}"
e_1621,u_1295,search,2025-07-28T15:35:55,{}
e_4864,u_1908,search,2024-07-21T03:38:06,{}
e_1421,u_1258,comment,2024-06-01T07:48:45,{}
e_2621,u_1478,view_dashboard,2024-12-25T05:26:22,{}
e_1195,u_1220,onboarding_complete,2023-12-24T03:22:52,{}
e_372,u_1072,search,2025-05-31T01:01:26,{}
e_812,u_1151,view_dashboard,2024-02-29T05:55:59,{}
e_2446,u_1448,conversion,2024-07-12T07:10:25,"{""ab_group"": ""B""}"
e_712,u_1134,comment,2025-01-12T08:28:07,{}
e_1993,u_1365,view_item,2025-05-14T14:56:55,{}
e_1958,u_1360,view_dashboard,2024-08-10T16:14:33,{}
e_1469,u_1269,start_project,2025-08-05T21:15:17,{}
e_347,u_1067,onboarding_complete,2025-02-03T18:13:05,{}
e_2115,u_1387,like,2025-07-18T06:02:40,{}
e_316,u_1061,logout,2025-10-04T10:49:56,{}
e_1159,u_1214,search,2023-09-16T02:08:15,{}
e_4701,u_1878,start_project,2023-12-10T16:02:12,{}
e_158,u_1029,view_item,2025-04-01T08:15:40,{}
e_66,u_1012,search,2025-08-28T06:50:02,{}
e_1298,u_1236,view_dashboard,2024-11-25T17:20:58,{}
e_4645,u_1866,signup_success,2023-11-13T14:34:08,"{""source"": ""ads""}"
e_766,u_1143,view_dashboard,2024-12-09T04:54:59,{}
e_2277,u_1419,search,2025-05-26T08:52:26,{}
e_4859,u_1907,search,2024-12-09T06:32:33,{}
e_1562,u_1286,onboarding_complete,2024-07-08T10:53:48,{}
e_2458,u_1450,view_dashboard,2025-03-30T14:26:03,{}
e_2210,u_1405,activation,2025-11-26T19:38:50,{}
e_4988,u_1928,comment,2025-02-08T11:45:27,{}
e_2756,u_1504,view_dashboard,2024-02-27T20:19:43,{}
e_492,u_1095,view_dashboard,2023-09-21T22:02:01,{}
e_799,u_1149,view_item,2023-09-24T10:04:52,{}
e_3803,u_1704,signup_success,2024-04-14T23:37:56,"{""source"": ""organic""}"
e_5241,u_1973,view_item,2024-02-14T11:00:25,{}
e_3600,u_1668,search,2024-05-10T17:28:31,{}
e_3177,u_1588,comment,2024-06-20T13:17:46,{}
e_3280,u_1608,activation,2024-08-06T23:44:00,{}
e_1612,u_1294,activation,2025-11-23T13:12:55,{}
e_152,u_1028,like,2024-09-30T20:22:23,{}
e_1875,u_1341,onboarding_complete,2025-08-24T08:04:14,{}
e_3489,u_1646,view_item,2024-06-12T04:36:56,{}
e_4678,u_1874,onboarding_complete,2023-12-27T15:06:56,{}
e_4553,u_1846,signup_success,2025-10-13T18:48:47,"{""source"": ""ads""}"
e_3387,u_1629,signup_success,2024-11-28T06:11:46,"{""source"": ""organic""}"
e_3563,u_1660,like,2025-09-20T15:02:35,{}
e_3208,u_1594,like,2024-08-20T18:12:24,{}
e_2415,u_1443,view_dashboard,2025-07-05T22:33:33,{}
e_1570,u_1287,view_dashboard,2024-04-04T12:31:26,{}
e_2517,u_1461,search,2024-03-24T16:59:39,{}
e_697,u_1133,signup_success,2024-11-07T15:02:48,"{""source"": ""ads""}"
e_1624,u_1295,view_item,2025-08-09T20:56:05,{}
e_298,u_1057,onboarding_complete,2025-01-24T15:20:53,{}
e_4573,u_1850,view_dashboard,2025-01-14T23:11:41,{}
e_2695,u_1492,like,2025-11-25T11:00:52,{}
e_5371,u_1999,view_dashboard,2025-02-28T15:23:19,{}
e_4459,u_1825,start_project,2024-02-04T17:28:51,{}
e_5118,u_1952,signup_success,2024-07-14T20:26:25,"{""source"": ""organic""}"
e_1804,u_1328,view_dashboard,2025-10-16T06:24:21,{}
e_4706,u_1879,start_project,2023-12-22T23:27:34,{}
e_252,u_1045,activation,2025-03-02T19:59:02,{}
e_3651,u_1678,like,2023-12-06T18:06:35,{}
e_1174,u_1216,comment,2025-06-16T04:40:04,{}
e_3071,u_1567,onboarding_complete,2024-01-03T01:53:36,{}
e_1035,u_1193,view_dashboard,2024-01-21T15:52:42,{}
e_228,u_1041,view_item,2025-07-19T21:02:34,{}
e_1816,u_1330,search,2025-11-22T18:49:02,{}
e_1789,u_1325,conversion,2024-12-20T15:47:41,"{""ab_group"": ""B""}"
e_4953,u_1922,view_item,2025-07-09T07:02:28,{}
e_3930,u_1726,comment,2025-08-04T00:25:55,{}
e_1814,u_1330,view_dashboard,2025-11-12T14:19:10,{}
e_1666,u_1303,logout,2023-11-07T06:53:44,{}
e_2986,u_1547,search,2024-02-29T09:43:22,{}
e_4620,u_1861,view_item,2024-03-07T22:39:51,{}
e_4763,u_1890,signup_success,2024-08-25T23:30:45,"{""source"": ""ads""}"
e_1741,u_1316,logout,2024-12-27T16:48:23,{}
e_3810,u_1706,signup_success,2024-12-19T11:04:30,"{""source"": ""organic""}"
e_684,u_1131,signup_success,2023-12-10T00:09:25,"{""source"": ""ads""}"
e_3124,u_1577,signup_success,2025-01-23T10:47:16,"{""source"": ""organic""}"
e_293,u_1055,like,2025-04-03T19:40:27,{}
e_1718,u_1313,signup_success,2025-11-06T15:38:19,"{""source"": ""organic""}"
e_4448,u_1824,like,2023-10-09T12:19:04,{}
e_3593,u_1667,conversion,2025-06-10T20:49:39,"{""ab_group"": ""A""}"
e_2324,u_1429,comment,2024-08-11T00:41:37,{}
e_2278,u_1420,signup_success,2025-11-02T17:42:25,"{""source"": ""organic""}"
e_545,u_1108,signup_success,2025-10-13T07:27:31,"{""source"": ""organic""}"
e_535,u_1105,signup_success,2024-05-29T19:13:18,"{""source"": ""organic""}"
e_4444,u_1824,activation,2023-09-09T10:38:04,{}
e_4123,u_1764,onboarding_complete,2025-02-15T11:25:12,{}
e_2604,u_1476,signup_success,2023-12-15T00:34:01,"{""source"": ""organic""}"
e_2241,u_1410,view_dashboard,2025-07-12T17:00:01,{}
e_1122,u_1209,logout,2024-06-01T09:38:44,{}
e_2227,u_1408,like,2024-11-29T19:10:18,{}
e_2367,u_1434,view_dashboard,2024-08-30T02:29:58,{}
e_374,u_1073,signup_success,2024-09-29T13:55:18,"{""source"": ""organic""}"
e_3604,u_1669,onboarding_complete,2024-03-13T23:11:58,{}
e_2993,u_1549,view_item,2024-06-28T22:17:45,{}
e_2405,u_1441,view_item,2025-10-28T14:56:19,{}
e_5071,u_1941,search,2024-01-08T17:03:54,{}
e_3793,u_1702,view_item,2025-06-14T09:09:44,{}
e_3694,u_1686,view_dashboard,2025-10-06T06:23:36,{}
e_2532,u_1464,signup_success,2025-10-18T19:15:26,"{""source"": ""organic""}"
e_2165,u_1396,search,2024-07-19T07:25:22,{}
e_933,u_1173,search,2025-08-15T03:20:57,{}
e_4394,u_1816,onboarding_complete,2025-03-28T23:09:33,{}
e_1189,u_1218,like,2025-03-25T02:19:44,{}
e_2520,u_1461,comment,2024-03-31T22:50:04,{}
e_4460,u_1826,signup_success,2025-07-05T14:36:08,"{""source"": ""organic""}"
e_3120,u_1575,search,2024-12-28T22:21:41,{}
e_2996,u_1550,comment,2025-10-25T16:52:01,{}
e_107,u_1020,view_dashboard,2025-10-22T01:05:49,{}
e_2499,u_1457,like,2024-01-05T06:46:59,{}
e_590,u_1113,conversion,2024-01-14T16:01:33,"{""ab_group"": ""A""}"
e_1075,u_1200,like,2025-07-25T09:23:03,{}
e_4713,u_1880,view_item,2024-11-26T16:00:49,{}
e_5346,u_1995,view_dashboard,2025-09-12T07:55:31,{}
e_3693,u_1686,view_item,2025-10-05T21:26:25,{}
e_2562,u_1469,logout,2024-07-17T12:24:58,{}
e_4177,u_1776,view_item,2025-09-05T10:22:06,{}
e_1908,u_1352,signup_success,2024-07-02T14:14:47,"{""source"": ""organic""}"
e_3722,u_1691,view_item,2025-12-05T15:50:55.397253,{}
e_3054,u_1562,onboarding_complete,2025-10-18T02:22:20,{}
e_585,u_1113,signup_success,2024-01-02T09:07:00,"{""source"": ""ads""}"
e_813,u_1151,like,2024-02-26T04:35:49,{}
e_1587,u_1290,onboarding_complete,2024-07-26T17:11:43,{}
e_1965,u_1361,like,2025-09-20T00:28:15,{}
e_2671,u_1487,view_dashboard,2025-04-26T14:18:48,{}
e_4625,u_1863,comment,2025-08-27T08:41:56,{}
e_894,u_1166,view_item,2023-11-11T11:24:01,{}
e_1935,u_1355,start_project,2025-11-30T04:20:29,{}
e_1245,u_1227,view_item,2024-09-14T13:06:20,{}
e_4295,u_1797,signup_success,2025-10-02T13:38:51,"{""source"": ""organic""}"
e_4776,u_1892,start_project,2023-12-21T19:29:06,{}
e_806,u_1151,signup_success,2024-02-18T14:52:59,"{""source"": ""ads""}"
e_2437,u_1446,onboarding_complete,2024-04-14T15:39:02,{}
e_1236,u_1226,onboarding_complete,2023-10-13T11:58:06,{}
e_180,u_1033,view_dashboard,2023-10-19T20:47:27,{}
e_2852,u_1521,view_dashboard,2025-05-05T06:21:59,{}
e_3752,u_1696,search,2024-12-21T18:24:04,{}
e_2253,u_1414,signup_success,2025-06-12T16:49:23,"{""source"": ""referral""}"
e_419,u_1083,signup_success,2024-02-09T16:33:46,"{""source"": ""organic""}"
e_2452,u_1449,view_item,2024-09-30T07:08:48,{}
e_1873,u_1340,view_item,2025-08-28T05:59:52,{}
e_3552,u_1658,search,2025-04-10T21:07:11,{}
e_4004,u_1739,view_dashboard,2025-11-10T13:55:08,{}
e_2750,u_1503,search,2024-02-08T23:22:40,{}
e_1211,u_1222,logout,2025-03-23T02:22:03,{}
e_556,u_1109,search,2025-09-15T10:57:59,{}
e_5361,u_1998,activation,2024-06-08T06:27:18,{}
e_539,u_1107,signup_success,2024-04-04T19:44:15,"{""source"": ""organic""}"
e_5080,u_1944,view_item,2025-09-12T12:15:43,{}
e_3143,u_1580,search,2025-01-15T05:35:08,{}
e_2571,u_1471,signup_success,2024-01-08T10:07:22,"{""source"": ""referral""}"
e_4131,u_1765,view_item,2024-12-16T02:41:09,{}
e_3608,u_1669,comment,2024-03-19T20:17:52,{}
e_1594,u_1290,comment,2024-08-14T07:15:55,{}
e_3514,u_1651,search,2025-05-08T02:16:45,{}
e_4352,u_1810,comment,2025-01-19T11:18:26,{}
e_725,u_1136,view_item,2025-06-29T15:26:56,{}
e_1375,u_1249,view_dashboard,2024-10-27T09:25:48,{}
e_4804,u_1897,search,2025-11-01T09:29:39,{}
e_626,u_1119,comment,2023-11-16T05:25:14,{}
e_531,u_1103,activation,2024-01-13T02:24:06,{}
e_2403,u_1441,onboarding_complete,2025-10-16T09:40:27,{}
e_5125,u_1953,view_dashboard,2024-09-28T23:04:46,{}
e_2134,u_1392,signup_success,2025-05-14T04:19:30,"{""source"": ""organic""}"
e_1371,u_1249,onboarding_complete,2024-10-13T13:04:25,{}
e_1210,u_1222,search,2025-03-17T14:04:09,{}
e_997,u_1186,start_project,2024-07-18T18:20:12,{}
e_2237,u_1410,onboarding_complete,2025-06-25T13:29:58,{}
e_1703,u_1309,view_dashboard,2025-01-19T19:35:03,{}
e_3434,u_1636,logout,2025-03-01T15:21:20,{}
e_4083,u_1753,comment,2024-06-21T22:07:50,{}
e_4339,u_1808,activation,2025-02-02T11:54:09,{}
e_3205,u_1593,comment,2025-03-10T02:47:37,{}
e_3244,u_1601,logout,2023-10-16T14:34:12,{}
e_273,u_1052,onboarding_complete,2025-12-03T11:40:17,{}
e_4668,u_1871,view_dashboard,2024-11-17T20:37:26,{}
e_5100,u_1948,signup_success,2024-08-24T11:20:35,"{""source"": ""organic""}"
e_3423,u_1635,signup_success,2024-01-28T08:55:29,"{""source"": ""organic""}"
e_3817,u_1706,like,2025-01-23T02:42:58,{}
e_1413,u_1256,activation,2023-12-28T11:33:36,{}
e_4699,u_1878,start_project,2023-12-10T16:22:00,{}
e_5181,u_1962,comment,2025-11-09T02:21:39,{}
e_1184,u_1217,start_project,2024-02-17T23:59:40,{}
e_4895,u_1913,logout,2023-11-02T15:30:43,{}
e_4970,u_1925,view_item,2024-02-12T04:25:50,{}
e_4943,u_1921,search,2024-12-27T14:56:59,{}
e_554,u_1109,search,2025-09-03T00:45:25,{}
e_811,u_1151,search,2024-02-23T10:18:34,{}
e_5286,u_1982,onboarding_complete,2025-11-12T17:21:04,{}
